BestSquatKg,BestBenchKg
72.5,52.5
132.5,97.5
95.0,65.0
90.72,68.04
183.0,127.0
137.5,82.5
195.0,117.9
175.0,92.5
190.0,125.0
265.0,165.0
207.5,155.0
113.4,74.84
138.35,90.72
195.04,113.4
151.95,83.91
137.5,85.0
206.4,156.5
174.63,120.2
317.51,206.38
132.5,75.0
122.5,90.0
140.0,82.5
122.5,60.0
195.0,130.0
115.0,57.5
182.5,152.5
120.0,55.0
156.0,107.5
220.0,170.0
140.61,90.72
142.88,86.18
115.0,80.0
170.0,117.5
179.17,111.13
122.5,47.5
229.06,181.44
249.48,124.74
160.0,110.0
190.0,125.0
115.0,92.5
240.0,140.0
267.5,180.0
200.0,160.0
97.5,62.5
247.5,165.0
145.0,75.0
115.0,82.5
95.0,47.5
25.0,70.0
260.0,202.5
192.5,132.5
145.0,75.0
220.0,125.0
120.0,50.0
142.5,117.5
272.5,185.0
129.27,61.23
142.5,65.0
165.0,132.5
212.5,190.0
140.0,90.0
242.5,125.0
205.0,160.0
110.0,57.5
170.0,100.0
262.5,167.5
175.0,140.0
183.7,102.06
142.5,100.0
236.0,140.0
245.0,167.5
262.5,162.5
326.59,222.26
227.5,135.0
220.0,165.0
205.0,145.0
161.03,111.13
235.0,122.5
160.0,127.5
260.82,133.81
192.5,142.5
200.0,150.0
257.5,175.0
147.42,74.84
177.5,115.0
130.0,82.5
187.5,150.0
220.0,140.0
75.0,50.0
200.0,165.0
227.5,145.0
107.5,72.5
161.03,86.18
156.49,99.79
131.54,86.18
210.0,142.5
97.07,57.15
65.0,42.5
222.26,142.88
142.5,62.5
90.72,56.7
230.0,152.5
136.08,122.47
237.5,145.0
127.5,80.0
172.37,88.45
102.5,55.0
190.0,125.0
197.5,105.0
120.0,60.0
182.5,107.5
222.26,181.44
310.0,145.0
92.5,55.0
111.13,92.99
252.5,197.5
155.0,100.0
177.5,167.5
80.0,45.0
147.42,115.67
160.0,125.0
80.0,52.5
177.5,117.5
136.08,74.84
75.0,67.5
190.51,138.35
122.47,74.84
102.5,55.0
161.03,102.06
140.0,122.5
150.0,80.0
120.2,68.04
320.0,180.0
112.5,67.5
106.59,79.38
180.0,102.5
215.46,124.74
62.5,45.0
238.14,154.22
200.0,145.0
172.5,85.0
122.47,81.65
113.4,54.43
140.0,90.0
132.5,65.0
124.74,74.84
165.0,97.5
325.0,235.0
95.0,52.5
252.42,199.92
142.9,117.9
137.5,85.0
65.0,52.5
175.0,127.5
82.5,57.5
235.0,127.5
158.76,79.38
210.92,104.33
195.04,124.74
117.5,60.0
152.5,95.0
72.5,52.5
190.0,137.5
65.77,43.09
110.0,57.5
226.8,142.88
192.5,115.0
185.0,120.0
142.88,124.74
157.5,92.5
170.1,129.27
120.0,85.0
117.5,75.0
150.0,80.0
280.0,175.0
265.0,152.5
195.0,137.5
160.0,92.5
70.0,50.0
247.21,163.29
206.38,117.93
365.0,260.0
280.0,175.0
90.0,45.0
220.0,155.0
165.56,102.06
145.0,72.5
115.0,60.0
105.0,70.0
182.5,75.0
192.5,135.0
165.0,95.0
125.0,72.5
240.4,183.7
-225.0,147.5
192.78,129.27
195.0,140.0
97.5,52.5
335.66,235.87
175.0,87.5
174.63,111.13
150.0,82.5
190.0,122.5
135.0,105.0
190.0,130.0
180.0,122.5
300.0,170.0
262.5,157.5
183.7,149.69
200.0,132.5
127.5,50.0
147.5,95.0
205.0,147.5
80.0,67.5
102.06,68.04
107.5,85.0
272.16,172.37
82.5,50.0
147.42,92.99
176.9,102.06
154.22,95.25
167.83,120.2
217.5,162.5
124.74,79.38
230.0,140.0
210.0,135.0
151.95,102.06
110.0,65.0
229.06,113.4
142.88,86.18
240.0,182.5
207.5,150.0
179.17,102.06
285.0,210.0
180.0,140.0
230.0,175.0
215.5,95.3
226.8,131.54
145.0,135.0
100.0,47.5
127.5,65.0
267.39,199.92
137.5,67.5
177.5,120.0
155.0,107.5
147.5,120.0
82.5,30.0
290.0,207.5
230.0,155.0
65.0,45.0
170.0,105.0
375.0,320.0
257.5,150.0
115.0,75.0
75.0,82.5
